Producto;Fecha;Ingreso;Egreso;Precio Venta;Monto Venta;Stock
Modulo Moto G8 Power XT2041 - Gold Edition;2025-09-22;0,00;2,00;19.262,40;38.524,80;58
Modulo Moto G8 Power XT2041 - Gold Edition;2025-09-23;0,00;5,00;18.693,60;93.468,00;53
Modulo Moto G8 Power XT2041 - Gold Edition;2025-09-30;0,00;3,00;17.683,20;53.049,60;50
Modulo Moto G8 Power XT2041 - Gold Edition;2025-10-01;0,00;2,00;17.683,20;35.366,40;48
Modulo Moto G8 Power XT2041 - Gold Edition;2025-10-01;0,00;5,00;17.936,00;89.680,00;43
Modulo Moto G8 Power XT2041 - Gold Edition;2025-10-07;0,00;1,00;18.440,80;18.440,80;42
Modulo Moto G8 Power XT2041 - Gold Edition;2025-10-08;0,00;1,00;18.440,80;18.440,80;41
Modulo Moto G8 Power XT2041 - Gold Edition;2025-10-15;0,00;7,00;16.919,12;118.433,84;34
Modulo Moto G8 Power XT2041 - Gold Edition;2025-10-17;0,00;2,00;18.188,80;36.377,60;32
Modulo Moto G8 Power XT2041 - Gold Edition;2025-10-28;0,00;2,00;19.325,60;38.651,20;30
Modulo Moto G8 Power XT2041 - Gold Edition;2025-10-30;0,00;3,00;17.939,04;53.817,12;27
Modulo Moto G8 Power XT2041 - Gold Edition;2025-10-30;0,00;10,00;18.314,40;183.144,00;17
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;;;;;;537
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-01;-1,00;-1,00;-11.700,00;11.700,00;537
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-01;-1,00;-1,00;-11.700,00;11.700,00;537
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-01;0,00;1,00;14.625,00;14.625,00;536
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-01;0,00;4,00;11.700,00;46.800,00;532
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-02;0,00;2,00;14.625,00;29.250,00;530
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-03;0,00;1,00;11.843,20;11.843,20;529
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-03;0,00;5,00;11.843,20;59.216,00;524
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-08;0,00;6,00;11.987,20;71.923,20;518
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-08;0,00;2,00;12.275,20;24.550,40;516
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-08;-1,00;-1,00;-12.275,20;12.275,20;516
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-08;0,00;3,00;12.275,20;36.825,60;513
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-10;0,00;5,00;12.371,20;61.856,00;508
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-10;0,00;10,00;12.371,20;123.712,00;498
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-10;0,00;11,00;12.371,20;136.083,20;487
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-10;0,00;1,00;15.464,00;15.464,00;486
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-14;0,00;1,00;12.371,20;12.371,20;485
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-16;0,00;4,00;12.850,40;51.401,60;481
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-17;0,00;5,00;12.850,40;64.252,00;476
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-17;0,00;5,00;12.563,20;62.816,00;471
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-18;0,00;10,00;12.563,20;125.632,00;461
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-21;0,00;2,00;12.563,20;25.126,40;459
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-22;0,00;4,00;12.754,40;51.017,60;455
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-23;0,00;3,00;12.754,40;38.263,20;452
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-24;0,00;2,00;15.704,00;31.408,00;450
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-25;0,00;2,00;15.704,00;31.408,00;448
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-25;0,00;5,00;11.935,04;59.675,20;443
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-28;0,00;3,00;12.563,20;37.689,60;440
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-28;0,00;5,00;12.658,40;63.292,00;435
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-29;0,00;10,00;12.658,40;126.584,00;425
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-31;0,00;10,00;12.658,40;126.584,00;415
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-31;0,00;1,00;12.658,40;12.658,40;414
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-07-31;0,00;10,00;12.658,40;126.584,00;404
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-01;0,00;5,00;12.658,40;63.292,00;399
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-04;0,00;3,00;12.946,40;38.839,20;396
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-05;0,00;4,00;12.946,40;51.785,60;392
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-06;0,00;4,00;12.946,40;51.785,60;388
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-08;0,00;3,00;12.299,08;36.897,24;385
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-08;0,00;1,00;16.183,00;16.183,00;384
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-11;0,00;2,00;12.946,40;25.892,80;382
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-11;0,00;1,00;16.183,00;16.183,00;381
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-11;0,00;3,00;12.946,40;38.839,20;378
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-12;0,00;3,00;12.946,40;38.839,20;375
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-13;5,00;0,00;0,00;0,00;380
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-13;0,00;20,00;12.299,08;245.981,60;360
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-13;0,00;2,00;16.183,00;32.366,00;358
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-13;0,00;6,00;12.946,40;77.678,40;352
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-14;0,00;1,00;12.946,40;12.946,40;351
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-14;0,00;10,00;12.946,40;129.464,00;341
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-15;0,00;15,00;12.946,40;194.196,00;326
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-18;0,00;5,00;12.946,40;64.732,00;321
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-18;0,00;3,00;12.946,40;38.839,20;318
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-21;0,00;1,00;12.946,40;12.946,40;317
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-21;0,00;2,00;12.946,40;25.892,80;315
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-25;0,00;3,00;12.946,40;38.839,20;312
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-26;0,00;1,00;16.303,00;16.303,00;311
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-27;0,00;1,00;16.303,00;16.303,00;310
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-27;0,00;8,00;13.042,40;104.339,20;302
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-27;0,00;3,00;13.042,40;39.127,20;299
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-28;0,00;8,00;13.042,40;104.339,20;291
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-28;0,00;2,00;13.042,40;26.084,80;289
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-29;0,00;-8,00;-13.042,40;104.339,20;297
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-08-29;0,00;8,00;13.042,40;104.339,20;289
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-03;0,00;6,00;13.138,40;78.830,40;283
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-03;0,00;2,00;13.042,40;26.084,80;281
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-04;0,00;1,00;13.138,40;13.138,40;280
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-05;0,00;10,00;13.138,40;131.384,00;270
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-08;0,00;6,00;13.138,40;78.830,40;264
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-08;0,00;2,00;13.138,40;26.276,80;262
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-09;0,00;3,00;13.138,40;39.415,20;259
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-10;0,00;3,00;13.809,60;41.428,80;256
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-10;0,00;10,00;13.521,60;135.216,00;246
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-11;0,00;2,00;13.617,60;27.235,20;244
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-12;0,00;5,00;13.761,60;68.808,00;239
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-12;0,00;5,00;13.761,60;68.808,00;234
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-15;0,00;2,00;14.001,60;28.003,20;232
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-15;0,00;4,00;14.001,60;56.006,40;228
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-16;0,00;4,00;13.073,52;52.294,08;224
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-17;0,00;3,00;17.621,00;52.863,00;221
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-18;0,00;1,00;14.096,80;14.096,80;220
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-18;0,00;1,00;17.621,00;17.621,00;219
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-23;0,00;3,00;14.192,80;42.578,40;216
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-23;0,00;3,00;14.624,80;43.874,40;213
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-24;0,00;10,00;14.624,80;146.248,00;203
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-24;0,00;2,00;13.617,60;27.235,20;201
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-25;0,00;1,00;12.754,32;12.754,32;200
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-25;0,00;4,00;13.425,60;53.702,40;196
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-09-30;0,00;1,00;16.782,00;16.782,00;195
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-01;0,00;2,00;13.617,60;27.235,20;193
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-01;0,00;10,00;13.617,60;136.176,00;183
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-02;0,00;5,00;14.096,80;70.484,00;178
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-02;0,00;1,00;17.621,00;17.621,00;177
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-02;0,00;4,00;13.119,12;52.476,48;173
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-03;0,00;10,00;13.617,60;136.176,00;163
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-06;0,00;3,00;13.905,60;41.716,80;160
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-07;0,00;5,00;13.905,60;69.528,00;155
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-07;0,00;5,00;13.210,32;66.051,60;150
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-07;0,00;3,00;13.905,60;41.716,80;147
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-07;0,00;3,00;14.001,60;42.004,80;144
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-08;0,00;3,00;14.001,60;42.004,80;141
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-09;0,00;3,00;14.192,80;42.578,40;138
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-13;0,00;1,00;17.741,00;17.741,00;137
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-14;0,00;2,00;13.521,60;27.043,20;135
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-15;0,00;10,00;13.521,60;135.216,00;125
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-16;0,00;1,00;16.902,00;16.902,00;124
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-17;0,00;5,00;13.521,60;67.608,00;119
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-17;0,00;15,00;13.119,12;196.786,80;104
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-20;0,00;5,00;14.192,80;70.964,00;99
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-21;0,00;10,00;13.483,16;134.831,60;89
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-21;0,00;1,00;14.192,80;14.192,80;88
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-22;0,00;40,00;14.192,80;567.712,00;48
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-24;0,00;3,00;14.672,80;44.018,40;45
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-28;0,00;1,00;14.049,60;14.049,60;44
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-29;0,00;5,00;13.347,12;66.735,60;39
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-30;0,00;2,00;14.049,60;28.099,20;37
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-30;0,00;2,00;14.120,80;28.241,60;35
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-30;0,00;2,00;14.629,60;29.259,20;33
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-31;0,00;2,00;14.629,60;29.259,20;31
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-10-31;0,00;20,00;14.629,60;292.592,00;11
Modulo Moto G10 / G20 / G30 XT2128/9 - Gold Edition;2025-11-04;0,00;2,00;14.629,60;29.259,20;9
Modulo Moto G30 XT2129 - Gold Edition;;;;;;158
Modulo Moto G30 XT2129 - Gold Edition;2025-07-01;-1,00;-1,00;-11.630,40;11.630,40;158
Modulo Moto G30 XT2129 - Gold Edition;2025-07-02;0,00;2,00;11.630,40;23.260,80;156
Modulo Moto G30 XT2129 - Gold Edition;2025-07-03;0,00;4,00;11.773,60;47.094,40;152
Modulo Moto G30 XT2129 - Gold Edition;2025-07-08;0,00;1,00;12.202,40;12.202,40;151
Modulo Moto G30 XT2129 - Gold Edition;2025-07-21;0,00;4,00;12.488,80;49.955,20;147
Modulo Moto G30 XT2129 - Gold Edition;2025-07-24;0,00;1,00;15.611,00;15.611,00;146
Modulo Moto G30 XT2129 - Gold Edition;2025-07-25;0,00;4,00;12.488,80;49.955,20;142
Modulo Moto G30 XT2129 - Gold Edition;2025-07-28;0,00;2,00;12.488,80;24.977,60;140
Modulo Moto G30 XT2129 - Gold Edition;2025-07-29;-1,00;-1,00;-12.584,00;12.584,00;140
Modulo Moto G30 XT2129 - Gold Edition;2025-07-29;0,00;1,00;12.584,00;12.584,00;139
Modulo Moto G30 XT2129 - Gold Edition;2025-08-11;0,00;3,00;12.870,40;38.611,20;136
Modulo Moto G30 XT2129 - Gold Edition;2025-08-11;0,00;2,00;12.870,40;25.740,80;134
Modulo Moto G30 XT2129 - Gold Edition;2025-08-13;60,00;0,00;0,00;0,00;194
Modulo Moto G30 XT2129 - Gold Edition;2025-08-13;0,00;3,00;12.870,40;38.611,20;191
Modulo Moto G30 XT2129 - Gold Edition;2025-08-15;0,00;10,00;12.870,40;128.704,00;181
Modulo Moto G30 XT2129 - Gold Edition;2025-08-25;0,00;20,00;12.870,40;257.408,00;161
Modulo Moto G30 XT2129 - Gold Edition;2025-08-26;0,00;2,00;12.965,60;25.931,20;159
Modulo Moto G30 XT2129 - Gold Edition;2025-09-02;0,00;10,00;12.965,60;129.656,00;149
Modulo Moto G30 XT2129 - Gold Edition;2025-09-08;0,00;9,00;13.060,80;117.547,20;140
Modulo Moto G30 XT2129 - Gold Edition;2025-09-10;0,00;2,00;13.442,40;26.884,80;138
Modulo Moto G30 XT2129 - Gold Edition;2025-09-16;0,00;2,00;12.996,00;25.992,00;136
Modulo Moto G30 XT2129 - Gold Edition;2025-09-18;0,00;1,00;14.013,60;14.013,60;135
Modulo Moto G30 XT2129 - Gold Edition;2025-09-19;0,00;3,00;14.300,00;42.900,00;132
Modulo Moto G30 XT2129 - Gold Edition;2025-09-22;0,00;2,00;14.538,40;29.076,80;130
Modulo Moto G30 XT2129 - Gold Edition;2025-09-24;0,00;2,00;13.537,60;27.075,20;128
Modulo Moto G30 XT2129 - Gold Edition;2025-09-25;0,00;1,00;12.679,08;12.679,08;127
Modulo Moto G30 XT2129 - Gold Edition;2025-10-07;0,00;2,00;13.918,40;27.836,80;125
Modulo Moto G30 XT2129 - Gold Edition;2025-10-07;0,00;1,00;13.918,40;13.918,40;124
Modulo Moto G30 XT2129 - Gold Edition;2025-10-22;0,00;15,00;14.776,80;221.652,00;109
Modulo Moto G30 XT2129 - Gold Edition;2025-11-03;0,00;2,00;14.252,00;28.504,00;107
Modulo Moto G22 XT2231 - Gold Edition;;;;;;648
Modulo Moto G22 XT2231 - Gold Edition;2025-07-01;0,00;5,00;11.837,62;59.188,08;643
Modulo Moto G22 XT2231 - Gold Edition;2025-07-01;0,00;3,00;12.079,20;36.237,60;640
Modulo Moto G22 XT2231 - Gold Edition;2025-07-02;0,00;4,00;12.079,20;48.316,80;636
Modulo Moto G22 XT2231 - Gold Edition;2025-07-03;0,00;2,00;12.228,00;24.456,00;634
Modulo Moto G22 XT2231 - Gold Edition;2025-07-07;0,00;1,00;12.376,00;12.376,00;633
Modulo Moto G22 XT2231 - Gold Edition;2025-07-07;0,00;1,00;15.470,00;15.470,00;632
Modulo Moto G22 XT2231 - Gold Edition;2025-07-10;0,00;10,00;12.772,80;127.728,00;622
Modulo Moto G22 XT2231 - Gold Edition;2025-07-11;0,00;4,00;12.039,92;48.159,68;618
Modulo Moto G22 XT2231 - Gold Edition;2025-07-11;0,00;13,00;12.772,80;166.046,40;605
Modulo Moto G22 XT2231 - Gold Edition;2025-07-14;0,00;9,00;12.772,80;114.955,20;596
Modulo Moto G22 XT2231 - Gold Edition;2025-07-15;0,00;5,00;13.069,60;65.348,00;591
Modulo Moto G22 XT2231 - Gold Edition;2025-07-15;0,00;10,00;12.772,80;127.728,00;581
Modulo Moto G22 XT2231 - Gold Edition;2025-07-17;0,00;20,00;12.970,40;259.408,00;561
Modulo Moto G22 XT2231 - Gold Edition;2025-07-17;0,00;20,00;13.267,20;265.344,00;541
Modulo Moto G22 XT2231 - Gold Edition;2025-07-17;0,00;3,00;12.970,40;38.911,20;538
Modulo Moto G22 XT2231 - Gold Edition;2025-07-18;0,00;5,00;12.970,40;64.852,00;533
Modulo Moto G22 XT2231 - Gold Edition;2025-07-18;0,00;10,00;12.970,40;129.704,00;523
Modulo Moto G22 XT2231 - Gold Edition;2025-07-22;0,00;2,00;13.168,80;26.337,60;521
Modulo Moto G22 XT2231 - Gold Edition;2025-07-22;0,00;5,00;16.461,00;82.305,00;516
Modulo Moto G22 XT2231 - Gold Edition;2025-07-22;-1,00;-1,00;-13.168,80;13.168,80;516
Modulo Moto G22 XT2231 - Gold Edition;2025-07-24;0,00;10,00;12.970,40;129.704,00;506
Modulo Moto G22 XT2231 - Gold Edition;2025-07-24;0,00;1,00;16.213,00;16.213,00;505
Modulo Moto G22 XT2231 - Gold Edition;2025-07-24;0,00;3,00;12.970,40;38.911,20;502
Modulo Moto G22 XT2231 - Gold Edition;2025-07-28;0,00;2,00;12.970,40;25.940,80;500
Modulo Moto G22 XT2231 - Gold Edition;2025-07-29;0,00;10,00;13.069,60;130.696,00;490
Modulo Moto G22 XT2231 - Gold Edition;2025-07-29;0,00;3,00;13.069,60;39.208,80;487
Modulo Moto G22 XT2231 - Gold Edition;2025-07-30;0,00;10,00;13.069,60;130.696,00;477
Modulo Moto G22 XT2231 - Gold Edition;2025-07-31;0,00;4,00;13.069,60;52.278,40;473
Modulo Moto G22 XT2231 - Gold Edition;2025-07-31;0,00;2,00;16.337,00;32.674,00;471
Modulo Moto G22 XT2231 - Gold Edition;2025-07-31;0,00;5,00;13.069,60;65.348,00;466
Modulo Moto G22 XT2231 - Gold Edition;2025-08-05;0,00;4,00;13.366,40;53.465,60;462
Modulo Moto G22 XT2231 - Gold Edition;2025-08-05;-4,00;-4,00;-12.444,12;49.776,47;462
Modulo Moto G22 XT2231 - Gold Edition;2025-08-06;0,00;10,00;13.366,40;133.664,00;452
Modulo Moto G22 XT2231 - Gold Edition;2025-08-06;0,00;5,00;13.366,40;66.832,00;447
Modulo Moto G22 XT2231 - Gold Edition;2025-08-07;0,00;1,00;13.366,40;13.366,40;446
Modulo Moto G22 XT2231 - Gold Edition;2025-08-07;0,00;2,00;13.366,40;26.732,80;444
Modulo Moto G22 XT2231 - Gold Edition;2025-08-08;0,00;4,00;12.698,08;50.792,32;440
Modulo Moto G22 XT2231 - Gold Edition;2025-08-11;0,00;3,00;13.366,40;40.099,20;437
Modulo Moto G22 XT2231 - Gold Edition;2025-08-11;0,00;2,00;13.366,40;26.732,80;435
Modulo Moto G22 XT2231 - Gold Edition;2025-08-11;0,00;20,00;13.366,40;267.328,00;415
Modulo Moto G22 XT2231 - Gold Edition;2025-08-12;0,00;2,00;16.708,00;33.416,00;413
Modulo Moto G22 XT2231 - Gold Edition;2025-08-13;200,00;0,00;0,00;0,00;613
Modulo Moto G22 XT2231 - Gold Edition;2025-08-13;0,00;4,00;13.366,40;53.465,60;609
Modulo Moto G22 XT2231 - Gold Edition;2025-08-13;0,00;6,00;13.366,40;80.198,40;603
Modulo Moto G22 XT2231 - Gold Edition;2025-08-13;0,00;10,00;12.698,08;126.980,80;593
Modulo Moto G22 XT2231 - Gold Edition;2025-08-14;0,00;2,00;13.366,40;26.732,80;591
Modulo Moto G22 XT2231 - Gold Edition;2025-08-14;0,00;1,00;13.366,40;13.366,40;590
Modulo Moto G22 XT2231 - Gold Edition;2025-08-14;0,00;10,00;12.698,08;126.980,80;580
Modulo Moto G22 XT2231 - Gold Edition;2025-08-14;0,00;10,00;13.366,40;133.664,00;570
Modulo Moto G22 XT2231 - Gold Edition;2025-08-15;0,00;30,00;13.366,40;400.992,00;540
Modulo Moto G22 XT2231 - Gold Edition;2025-08-18;0,00;5,00;13.366,40;66.832,00;535
Modulo Moto G22 XT2231 - Gold Edition;2025-08-19;0,00;30,00;13.366,40;400.992,00;505
Modulo Moto G22 XT2231 - Gold Edition;2025-08-21;0,00;1,00;16.708,00;16.708,00;504
Modulo Moto G22 XT2231 - Gold Edition;2025-08-25;0,00;30,00;13.366,40;400.992,00;474
Modulo Moto G22 XT2231 - Gold Edition;2025-08-26;0,00;2,00;13.366,40;26.732,80;472
Modulo Moto G22 XT2231 - Gold Edition;2025-08-26;0,00;2,00;13.465,60;26.931,20;470
Modulo Moto G22 XT2231 - Gold Edition;2025-08-26;0,00;2,00;13.465,60;26.931,20;468
Modulo Moto G22 XT2231 - Gold Edition;2025-08-27;0,00;15,00;13.465,60;201.984,00;453
Modulo Moto G22 XT2231 - Gold Edition;2025-08-27;0,00;10,00;13.465,60;134.656,00;443
Modulo Moto G22 XT2231 - Gold Edition;2025-08-28;0,00;2,00;13.465,60;26.931,20;441
Modulo Moto G22 XT2231 - Gold Edition;2025-09-02;0,00;15,00;13.465,60;201.984,00;426
Modulo Moto G22 XT2231 - Gold Edition;2025-09-04;0,00;10,00;13.465,60;134.656,00;416
Modulo Moto G22 XT2231 - Gold Edition;2025-09-04;0,00;2,00;13.564,80;27.129,60;414
Modulo Moto G22 XT2231 - Gold Edition;2025-09-08;0,00;12,00;13.564,80;162.777,60;402
Modulo Moto G22 XT2231 - Gold Edition;2025-09-09;0,00;2,00;17.451,00;34.902,00;400
Modulo Moto G22 XT2231 - Gold Edition;2025-09-09;0,00;3,00;13.564,80;40.694,40;397
Modulo Moto G22 XT2231 - Gold Edition;2025-09-10;0,00;20,00;13.960,80;279.216,00;377
Modulo Moto G22 XT2231 - Gold Edition;2025-09-11;0,00;2,00;14.059,20;28.118,40;375
Modulo Moto G22 XT2231 - Gold Edition;2025-09-15;0,00;3,00;14.455,20;43.365,60;372
Modulo Moto G22 XT2231 - Gold Edition;2025-09-16;0,00;3,00;18.069,00;54.207,00;369
Modulo Moto G22 XT2231 - Gold Edition;2025-09-16;0,00;4,00;13.497,60;53.990,40;365
Modulo Moto G22 XT2231 - Gold Edition;2025-09-17;0,00;2,00;18.193,00;36.386,00;363
Modulo Moto G22 XT2231 - Gold Edition;2025-09-18;0,00;1,00;18.193,00;18.193,00;362
Modulo Moto G22 XT2231 - Gold Edition;2025-09-19;0,00;2,00;14.851,20;29.702,40;360
Modulo Moto G22 XT2231 - Gold Edition;2025-09-19;0,00;10,00;14.851,20;148.512,00;350
Modulo Moto G22 XT2231 - Gold Edition;2025-09-22;0,00;1,00;15.099,20;15.099,20;349
Modulo Moto G22 XT2231 - Gold Edition;2025-09-23;0,00;3,00;14.059,20;42.177,60;346
Modulo Moto G22 XT2231 - Gold Edition;2025-09-24;0,00;2,00;17.574,00;35.148,00;344
Modulo Moto G22 XT2231 - Gold Edition;2025-09-25;0,00;3,00;14.344,24;43.032,72;341
Modulo Moto G22 XT2231 - Gold Edition;2025-09-26;0,00;1,00;17.327,00;17.327,00;340
Modulo Moto G22 XT2231 - Gold Edition;2025-09-30;0,00;1,00;13.861,60;13.861,60;339
Modulo Moto G22 XT2231 - Gold Edition;2025-09-30;0,00;5,00;13.861,60;69.308,00;334
